id,building,room,days,start_time,end_time
1534,RVR,5017,W,1200PM,0240PM
1535,RVR,5017,W,0300PM,0540PM
1536,RVR,5017,W,0600PM,0840PM
1537,RVR,5017,W,0900AM,1140AM
1538,RVR,3009,TR,0730AM,0845AM
1539,RVR,5017,T,0600PM,0840PM
1540,MND,2009,M,1200PM,0115PM
1541,TAH,1004,M,0130PM,0245PM
1542,RVR,3017,W,1100AM,0140PM
1543,RVR,3017,F,1200PM,0240PM
1544,RVR,3017,M,0900AM,1140AM
1545,RVR,5017,R,1200PM,0240PM
1546,RVR,3017,F,0900AM,1140AM
1547,RVR,3017,F,0300PM,0540PM
1548,RVR,2010,WF,0900AM,1015AM
1549,RVR,5017,F,0330PM,0610PM
1550,EUR,113,MW,0900AM,0950AM
1551,RVR,1004,W,1200PM,0115PM
1552,RVR,1008,M,1200PM,0115PM
1553,YSM,119,M,0300PM,0415PM
1554,RVR,3001,TR,1030AM,1145AM
1555,MRP,1014,T,0300PM,0415PM
1556,MRP,1014,T,0430PM,0545PM
1557,TEB,1102,M,0630PM,0910PM
1558,TEB,1102,W,0630PM,0910PM
1559,BRH,218,TR,1200PM,0115PM
1560,YSM,127,M,0430PM,0545PM
1561,TEB,1108,F,0300PM,0540PM
1562,TEB,1108,W,0630PM,0910PM
1563,TEB,1108,M,0600PM,0840PM
1564,LSN,2300,TR,0900AM,1015AM
1565,ALP,147,TR,1030AM,1145AM
1566,RVR,3017,T,0430PM,0710PM
1567,RVR,3017,T,1200PM,0240PM
1568,RVR,3017,M,0430PM,0710PM
1569,RVR,3017,R,1200PM,0240PM
1570,ALP,148,TR,1200PM,0115PM
1571,WEB,ONLINE,R,0430PM,0545PM
1572,RVR,1006,T,0430PM,0545PM
1573,RVR,3009,M,0600PM,0840PM
1574,RVR,3009,T,0600PM,0840PM
1575,RVR,3009,R,0600PM,0840PM
1576,MND,2009,W,0300PM,0415PM
1577,MRP,1012,T,0300PM,0415PM
1578,MND,4008,M,0730AM,0845AM
1579,BRH,201,T,0300PM,0415PM
1580,EUR,309,R,0300PM,0415PM
1581,RVR,1010,R,0900AM,1015AM
1582,WEB,ONLINE,T,0900AM,1015AM
1583,LIB,127,R,1200PM,0115PM
1584,WEB,ONLINE,T,1200PM,0115PM
1585,EUR,111,T,0130PM,0245PM
1586,WEB,ONLINE,R,0130PM,0245PM
1587,RVR,5017,M,1000AM,1240PM
1588,WEB,ONLINE,T,0300PM,0415PM
1589,RVR,1008,R,0300PM,0415PM
1590,RVR,4005,W,0100PM,0340PM
1591,RVR,4005,W,1000AM,1240PM
1592,RVR,1002,F,1000AM,1050AM
1593,RVR,3015,F,0600PM,0840PM
1594,RVR,1002,F,1100AM,1150AM
1595,RVR,3015,F,1200PM,0240PM
1596,RVR,3001,F,1000AM,1050AM
1597,RVR,3001,R,0600PM,0840PM
1598,RVR,3001,F,0600PM,0840PM
1599,RVR,3001,F,1100AM,1150AM
1600,RVR,3001,F,1200PM,0240PM
1601,RVR,3009,W,1000AM,1050AM
1602,RVR,3009,W,1100AM,0140PM
1603,ALP,148,TR,1200PM,0115PM
1604,WEB,ONLINE,T,0300PM,0415PM
1605,RVR,1008,R,0300PM,0415PM
1606,EUR,413C,TR,1030AM,1140AM
1607,RVR,3009,TR,0900AM,1015AM
1608,ARC,3009,MW,0430PM,0545PM
1609,RVR,1006,MW,0500PM,0615PM
1610,AMD,362,M,1200PM,0115PM
1611,RVR,2010,W,1200PM,0115PM
1612,DH,206,T,1030AM,1145AM
1613,MND,3007,TR,0130PM,0245PM
1614,RVR,1004,F,0300PM,0545PM
1615,SQU,102,TR,0430PM,0545PM
1616,MND,3007,R,0300PM,0415PM
1617,MND,3007,T,0300PM,0415PM
1618,EUR,413C,TR,0300PM,0415PM
1619,EUR,114,MW,0300PM,0415PM
1620,RVR,3017,W,0600PM,0840PM
1621,RVR,1002,M,0130PM,0245PM
1622,BRH,203,TR,0600PM,0715PM
1623,RVR,1002,T,0600PM,0715PM
1624,ALP,205,M,0800AM,0850AM
1625,YSM,117,M,0800AM,0850AM
1626,AMD,261,M,0800AM,0850AM
1627,BRH,101,M,0800AM,0850AM
1628,YSM,117,M,0900AM,0950AM
1629,ALP,205,M,0900AM,0950AM
1630,EUR,309,M,0900AM,0950AM
1631,YSM,117,M,1000AM,1050AM
1632,EUR,309,M,1000AM,1050AM
1633,MND,1030,M,1000AM,1050AM
1634,EUR,309,M,1100AM,1150AM
1635,LIB,127,M,1100AM,1150AM
1636,LIB,128,M,1100AM,1150AM
1637,BRH,101,M,1200PM,1250PM
1638,LIB,126,M,1200PM,1250PM
1639,LIB,128,M,1200PM,1250PM
1640,EUR,309,M,0300PM,0350PM
1641,ALP,227,M,0300PM,0350PM
1642,DH,111,M,0430PM,0520PM
1643,MND,1030,M,0430PM,0520PM
1644,BRH,101,T,0800AM,0850AM
1645,MND,2032,T,0800AM,0850AM
1646,LIB,127,T,0800AM,0850AM
1647,YSM,135,T,0900AM,0950AM
1648,LIB,127,T,0900AM,0950AM
1649,BRH,201,T,0900AM,0950AM
1650,EUR,320,T,1000AM,1050AM
1651,MRP,1002,T,1100AM,1150AM
1652,MND,4005,T,1200PM,1250PM
1653,MND,4005,T,0130PM,0220PM
1654,MND,4007,MW,1200PM,0115PM
1655,DH,111,MW,1200PM,0115PM
1656,MND,4007,MW,0130PM,0245PM
1657,DH,111,MW,0130PM,0245PM
1658,MND,4007,MW,0300PM,0415PM
1659,DH,111,MW,0300PM,0415PM
1660,MND,4007,MW,0430PM,0545PM
1661,MND,1022,MW,0430PM,0545PM
1662,DH,109,MW,0600PM,0715PM
1663,MND,4007,MWF,0800AM,0850AM
1664,DH,111,MWF,0800AM,0850AM
1665,DH,109,MWF,0800AM,0850AM
1666,MND,4007,MWF,0900AM,0950AM
1667,DH,108,MWF,0900AM,0950AM
1668,DH,109,MWF,0900AM,0950AM
1669,MND,4007,MWF,1000AM,1050AM
1670,DH,111,MWF,1000AM,1050AM
1671,MND,1024,MWF,1000AM,1050AM
1672,DH,108,MWF,0800AM,0850AM
1673,DH,214,MWF,0800AM,0850AM
1674,CLV,135,MWF,0800AM,0850AM
1675,DH,109,TR,0730AM,0845AM
1676,DH,111,TR,0900AM,1015AM
1677,MRP,1010,TR,0900AM,1015AM
1678,DH,109,TR,0900AM,1015AM
1679,MND,4007,TR,1030AM,1145AM
1680,DH,111,TR,1030AM,1145AM
1681,DH,109,TR,1030AM,1145AM
1682,MND,4007,TR,1200PM,0115PM
1683,DH,111,TR,1200PM,0115PM
1684,MND,4007,TR,0130PM,0245PM
1685,DH,111,TR,0130PM,0245PM
1686,DH,109,TR,0130PM,0245PM
1687,MND,4007,TR,0300PM,0415PM
1688,CLV,135,TR,0300PM,0415PM
1689,DH,109,TR,0300PM,0415PM
1690,DH,106,TR,0430PM,0545PM
1691,DH,106,MWF,0900AM,0950AM
1692,DH,109,TR,0430PM,0545PM
1693,DH,109,TR,0600PM,0715PM
1694,DH,111,TR,0300PM,0415PM
1695,CLV,135,TR,0900AM,1015AM
1696,DH,106,MWF,1100AM,1150AM
1697,MND,1028,MW,1200PM,0115PM
1698,RVR,2010,MW,0130PM,0245PM
1699,MND,1028,MW,0300PM,0415PM
1700,MND,1028,MW,0430PM,0545PM
1701,MND,1030,MWF,0800AM,0850AM
1702,MRP,1016,MWF,0900AM,0950AM
1703,MRP,1010,MWF,0900AM,0950AM
1704,DH,106,MWF,1000AM,1050AM
1705,MND,1028,MWF,1000AM,1050AM
1706,MND,1028,MWF,1100AM,1150AM
1707,MRP,1010,MWF,1100AM,1150AM
1708,DH,214,TR,1200PM,0115PM
1709,YSM,117,TR,1200PM,0115PM
1710,MND,1028,TR,0900AM,1015AM
1711,MND,1028,TR,1030AM,1145AM
1712,MND,1028,TR,1200PM,0115PM
1713,MND,1028,TR,0130PM,0245PM
1714,MND,1028,TR,0300PM,0415PM
1715,DH,214,TR,0300PM,0415PM
1716,DH,111,TR,0430PM,0545PM
1717,CLV,135,MWF,0900AM,0950AM
1718,MRP,1010,MWF,1000AM,1050AM
1719,CLV,135,MW,0130PM,0245PM
1720,CLV,135,MW,1200PM,0115PM
1721,DH,214,MW,1200PM,0115PM
1722,CLV,135,MW,0300PM,0415PM
1723,DH,108,MW,0300PM,0415PM
1724,CLV,134,MW,0300PM,0415PM
1725,DH,109,MW,0300PM,0415PM
1726,CLV,135,MW,0430PM,0545PM
1727,DH,106,MW,0430PM,0545PM
1728,MRP,1010,MW,0430PM,0545PM
1729,DH,206,MW,0430PM,0545PM
1730,DH,214,MW,0600PM,0715PM
1731,DH,109,MW,1200PM,0115PM
1732,DH,109,MW,0130PM,0245PM
1733,LIB,126,TR,1200PM,0115PM
1734,DH,109,MW,0430PM,0545PM
1735,DH,214,TR,0900AM,1015AM
1736,DH,214,MW,0130PM,0245PM
1737,DH,106,TR,0130PM,0245PM
1738,SLN,2002,MW,0430PM,0545PM
1739,DH,109,TR,1200PM,0115PM
1740,MRP,2030,MWF,0900AM,0950AM
1741,DH,206,TR,1200PM,0115PM
1742,DH,108,T,0630PM,0920PM
1743,DH,209,TR,0130PM,0215PM
1744,CLV,134,MW,1200PM,0115PM
1745,DH,108,MW,0130PM,0245PM
1746,DH,209,MW,0300PM,0415PM
1747,DH,106,MW,0800AM,0850AM
1748,WEB,ONLINE,F,0800AM,0850AM
1749,DH,214,TR,1030AM,1145AM
1750,CLV,135,TR,0600PM,0715PM
1751,AMD,362,T,0200PM,0250PM
1752,DH,108,TR,0130PM,0245PM
1753,DH,206,TR,0430PM,0545PM
1754,LIB,127,TR,0300PM,0415PM
1755,DH,106,MW,0300PM,0415PM
1756,BNC,1029,MW,1200PM,0115PM
1757,DH,209,TR,0600PM,0715PM
1758,CLV,134,TR,1200PM,0115PM
1759,DH,209,MW,0430PM,0545PM
1760,DH,209,MW,0130PM,0245PM
1761,MND,3013,MW,0130PM,0245PM
1762,DH,108,TR,1200PM,0115PM
1763,YSM,133,TR,0430PM,0545PM
1764,DH,109,MWF,1000AM,1050AM
1765,DH,209,TR,0300PM,0415PM
1766,DH,206,TR,0130PM,0245PM
1767,DH,106,TR,0300PM,0415PM
1768,MRP,1010,MW,0130PM,0245PM
1769,AMD,314,MW,1200PM,0115PM
1770,SQU,443,MW,0300PM,0415PM
1771,MRP,1010,TR,1200PM,0115PM
1772,MRP,1010,TR,0430PM,0545PM
1773,MRP,1010,W,0630PM,0920PM
1774,EUR,413C,TR,0130PM,0245PM
1775,DH,214,MW,0430PM,0545PM
1776,CLV,134,MW,0430PM,0545PM
1777,BRH,105,TR,0600PM,0700PM
1778,MND,4007,TR,0430PM,0545PM
1779,DH,111,M,0630PM,0920PM
1780,DH,209,MW,0430PM,0545PM
1781,YSM,133,TR,0430PM,0545PM
1782,DH,109,MWF,1000AM,1050AM
1783,DH,111,W,0630PM,0920PM
1784,MRP,1002,MW,0430PM,0545PM
1785,DH,111,T,0630PM,0920PM
1786,MND,1028,MW,0600PM,0715PM
1787,RVR,1002,F,0900AM,0950AM
1788,WEB,ONLINE,T,0900AM,0950AM
1789,WEB,ONLINE,T,1000AM,1050AM
1790,WEB,ONLINE,T,1100AM,1150PM
1791,RVR,4001,MW,0930AM,1020AM
1792,RVR,4001,MW,1030AM,1145AM
1793,TEB,1218,MW,1230PM,0120PM
1794,TEB,1218,MW,0130PM,0245PM
1795,TEB,1218,TR,1000AM,1050AM
1796,TEB,1218,TR,1100AM,1215PM
1797,TEB,1218,TR,0300PM,0350PM
1798,TEB,1218,TR,0400PM,0515PM
1799,LSN,2300,M,1200PM,0115PM
1800,WEB,ONLINE,R,1030AM,1145AM
1801,EUR,113,T,1030AM,1145AM
1802,WEB,ONLINE,R,0130PM,0245PM
1803,TAH,1002,TR,1200PM,0115PM
1804,EUR,113,TR,1200PM,0115PM
1805,FLS,1051,TR,0330PM,0445PM
1806,EUR,113,MW,0730AM,0845AM
1807,MND,1015,MW,1100AM,1150AM
1808,TAH,1007,TR,1100AM,1150AM
1809,RVR,1003,M,0530PM,0820PM
1810,RVR,1003,M,0200PM,0445PM
1811,RVR,1003,T,0730AM,1015AM
1812,RVR,1003,W,0800AM,1045AM
1813,RVR,1003,W,1100AM,0145PM
1814,RVR,1003,R,1030AM,0115PM
1815,RVR,1003,F,0800AM,1045AM
1816,RVR,1003,F,0200PM,0445PM
1817,WEB,ONLINE,M,0130PM,0245PM
1818,ARC,3004,MW,0900AM,1015AM
1819,ARC,3004,MW,1030AM,1145AM
1820,ARC,3004,TR,1030AM,1145AM
1821,RVR,1004,TR,0200PM,0315PM
1822,RVR,1004,TR,0330PM,0445PM
1823,MRP,1010,TR,0130PM,0245PM
1824,ARC,3009,TR,0900AM,1015AM
1825,TAH,1004,MW,1030AM,1145AM
1826,TAH,1026,TR,0430PM,0545PM
1827,ARC,1014,MW,1200PM,1250PM
1828,RVR,1010,T,0900AM,1015AM
1829,EUR,105,T,0900AM,1015AM
1830,ALP,138,R,0900AM,1015AM
1831,RVR,1004,MW,0900AM,1015AM
1832,ARC,3004,TR,0900AM,1015AM
1833,ARC,3004,TR,1200PM,0115PM
1834,ALP,231,TR,0430PM,0545PM
1835,RVR,1002,MW,0430PM,0545PM
1836,ALP,156,TR,1200PM,0115PM
1837,RVR,1010,W,0430PM,0610PM
1838,RVR,1010,R,0430PM,0610PM
1839,BRH,203,TR,1200PM,0115PM
1840,TAH,1002,W,0500PM,0750PM
1841,RVR,1004,TR,0500PM,0615PM
1842,ARC,1009,MW,0900AM,1015AM
1843,BRH,104,TR,0130PM,0245PM
1844,BRH,104,TR,0300PM,0415PM
1845,TAH,1003,MW,0300PM,0415PM
1846,BRH,104,TR,1030AM,1145AM
1847,TAH,1003,W,0600PM,0850PM
1848,AMD,308,TR,1200PM,0115PM
1849,AMD,314,MW,0130PM,0245PM
1850,AMD,261,MW,0900AM,1015AM
1851,WEB,ONLINE,TR,0900AM,1015AM
1852,AMD,261,TR,0130PM,0245PM
1853,AMD,308,TR,0300PM,0415PM
1854,TSC,1002,TR,0130PM,0245PM
1855,WEB,ONLINE,MW,0130PM,0245PM
1856,WEB,ONLINE,MW,0300PM,0415PM
1857,SLN,2002,TR,0400PM,0515PM
1858,WEB,ONLINE,MW,0300PM,0415PM
1859,AMD,261,MW,1030AM,1145AM
1860,ARC,1007,MW,1200PM,0115PM
1861,ARC,1007,MW,0130PM,0245PM
1862,DH,106,TR,1030AM,1145AM
1863,AMD,261,MW,0130PM,0245PM
1864,MRP,1011,MW,1200PM,0115PM
1865,HMB,220,M,0900AM,1015AM
1866,HMB,220,M,1030AM,1145AM
1867,HMB,220,W,0900AM,1015AM
1868,HMB,220,W,1030AM,1145AM
1869,AMD,308,TR,0900AM,1015AM
1870,AMD,308,TR,1030AM,1145AM
1871,AMD,314,TR,0300PM,0415PM
1872,AMD,314,TR,1030AM,1145AM
1873,AMD,261,MW,1200PM,0115PM
1874,AMD,314,TR,1200PM,0115PM
1875,TSC,1001,T,0430PM,0520PM
1876,ARC,1007,MW,0300PM,0415PM
1877,ALP,153,W,0400PM,0650PM
1878,ALP,153,W,0400PM,0650PM
1879,EUR,415,T,0900AM,1150AM
1880,EUR,415,T,0900AM,1150AM
1881,EUR,415,T,0900AM,1150AM
1882,EUR,309,W,0900AM,1150AM
1883,WEB,ONLINE,T,0700PM,0950PM
1884,WEB,ONLINE,T,0700PM,0950PM
1885,EUR,104,W,0900AM,1150AM
1886,EUR,413C,W,0100PM,0350PM
1887,EUR,105,M,0900AM,1150AM
1888,EUR,101,M,0400PM,0650PM
1889,ALP,205,M,0100PM,0350PM
1890,WEB,ONLINE,T,0400PM,0650PM
1891,WEB,ONLINE,T,0400PM,0650PM
1892,WEB,ONLINE,T,0400PM,0650PM
1893,WEB,ONLINE,T,0400PM,0650PM
1894,WEB,ONLINE,T,0400PM,0650PM
1895,WEB,ONLINE,T,0400PM,0650PM
1896,AMD,240,TR,1030AM,1145AM
1897,TSC,1002,TR,0900AM,1015AM
1898,WEB,ONLINE,MWF,0200PM,0250PM
1899,ALP,218,MWF,1100AM,1150AM
1900,ALP,218,MWF,0900AM,0950AM
1901,WEB,ONLINE,MWF,0100PM,0150PM
1902,ALP,218,MWF,0800AM,0850AM
1903,WEB,ONLINE,MWF,0900AM,0950AM
1904,ALP,138,MW,0300PM,0415PM
1905,WEB,ONLINE,MWF,0400PM,0450PM
1906,WEB,ONLINE,TR,0900AM,1015AM
1907,WEB,ONLINE,TR,0130PM,0245PM
1908,WEB,ONLINE,TR,0130PM,0245PM
1909,AMD,309,MWF,0200PM,0250PM
1910,AMD,309,TR,1200PM,0115PM
1911,WEB,ONLINE,MWF,1000AM,1050AM
1912,WEB,ONLINE,MWF,0900AM,0950AM
1913,WEB,ONLINE,TR,0730AM,0845AM
1914,YSM,127,TR,0900AM,1015AM
1915,WEB,ONLINE,TR,1030AM,1145AM
1916,WEB,ONLINE,TR,0300PM,0415PM
1917,SQU,316,MWF,1100AM,1150AM
1918,DH,107,MWF,1100AM,1150AM
1919,AMD,152,MWF,1100AM,1150AM
1920,ALP,236,MWF,1000AM,1050AM
1921,AMD,152,MWF,1000AM,1050AM
1922,AMD,314,MWF,1000AM,1050AM
1923,TSC,1002,MW,0300PM,0415PM
1924,TSC,1002,MW,0300PM,0415PM
1925,TSC,1002,MW,0300PM,0415PM
1926,TSC,1002,TR,1030AM,1145AM
1927,WEB,ONLINE,MWF,0100PM,0150PM
1928,ALP,218,TR,1200PM,0115PM
1929,ALP,218,TR,1030AM,1145AM
1930,WEB,ONLINE,TR,0300PM,0415PM
1931,ALP,218,MWF,0300PM,0350PM
1932,ALP,218,MWF,1000AM,1050AM
1933,DH,107,MWF,1200PM,1250PM
1934,ALP,218,MWF,0200PM,0250PM
1935,SQU,316,TR,0300PM,0415PM
1936,DH,107,MWF,0100PM,0150PM
1937,DH,107,MWF,0900AM,0950AM
1938,SQU,316,MWF,0300PM,0350PM
1939,SQU,316,TR,1200PM,0115PM
1940,WEB,ONLINE,MWF,1200PM,1250PM
1941,DH,208,MWF,1100AM,1150AM
1942,SQU,316,MWF,1000AM,1050AM
1943,WEB,ONLINE,TR,0300PM,0415PM
1944,WEB,ONLINE,MWF,0100PM,0150PM
1945,WEB,ONLINE,MWF,0800AM,0850AM
1946,ALP,218,TR,0130PM,0245PM
1947,WEB,ONLINE,TR,0900AM,1015AM
1948,WEB,ONLINE,MWF,0200PM,0250PM
1949,SQU,316,MWF,0100PM,0150PM
1950,WEB,ONLINE,TR,0130PM,0245PM
1951,ALP,156,MWF,0900AM,0950AM
1952,SQU,316,TR,1030AM,1145AM
1953,AMD,309,TR,0130PM,0245PM
1954,AMD,309,TR,0300PM,0415PM
1955,AMD,263,MW,0900AM,1015AM
1956,ARC,1009,MW,1030AM,1145AM
1957,MND,1020,F,0430PM,0720PM
1958,WEB,ONLINE,MW,0530PM,0645PM
1959,WEB,ONLINE,T,0530PM,0820PM
1960,WEB,ONLINE,TR,0300PM,0415PM
1961,WEB,ONLINE,MWF,0300PM,0350PM
1962,DH,107,MWF,1000AM,1050AM
1963,TBA,ARR,TR,0300PM,0415PM
1964,DH,107,MWF,0200PM,0245PM
1965,DH,107,TR,1200PM,0115PM
1966,AMD,262,MWF,1000AM,1050AM
1967,DH,107,MWF,0300PM,0350PM
1968,ALP,153,TR,0300PM,0415PM
1969,DH,107,W,0400PM,0650PM
1970,CPS,327,TR,1030AM,1145AM
1971,AMD,314,MWF,0300PM,0350PM
1972,AMD,250,MWF,1100AM,1150AM
1973,SQU,316,MWF,0200PM,0250PM
1974,MND,4000,TR,0300PM,0415PM
1975,WEB,ONLINE,TR,1200PM,0115PM
1976,ALP,218,MWF,1200PM,1250PM
1977,ALP,236,MWF,1100AM,1150AM
1978,MND,1022,TR,0130PM,0245PM
1979,ALP,218,TR,0900AM,1015AM
1980,ARC,1008,T,0530PM,0820PM
1981,DH,107,TR,0300PM,0415PM
1982,SQU,316,TR,0130PM,0245PM
1983,AMD,309,MW,0100PM,0150PM
1984,TSC,1002,MWF,0100PM,0150PM
1985,TSC,1002,MWF,0200PM,0250PM
1986,ALP,147,M,0200PM,0450PM
1987,AMD,309,W,0530PM,0620PM
1988,AMD,309,T,0530PM,0820PM
1989,AMD,309,M,0530PM,0620PM
1990,MRP,1012,TR,0130PM,0245PM
1991,MRP,1012,TR,0900AM,1015AM
1992,MRP,1012,MW,0130PM,0245PM
1993,WEB,ONLINE,W,0500PM,0750PM
1994,MRP,3030,MW,1030AM,1145AM
1995,MRP,3030,TR,0130PM,0420PM
1996,DLN,1004,TR,1030AM,1145AM
1997,MRP,3030,TR,1200PM,0115PM
1998,MRP,3030,MW,1200PM,0115PM
1999,MRP,3030,MW,0130PM,0245PM
2000,ALP,147,W,0300PM,0450PM
2001,MND,4004,MW,0900AM,0950AM
2002,MND,3006,M,1200PM,0115PM
2003,MND,3006,W,1200PM,0115PM
2004,MND,3006,W,0130PM,0245PM
2005,MND,3006,M,0300PM,0415PM
2006,MND,3006,M,0430PM,0545PM
2007,MND,3006,W,0300PM,0415PM
2008,MND,3006,T,0600PM,0850PM
2009,LIB,58B,T,0900AM,1150AM
2010,LIB,58B,T,0130PM,0420PM
2011,LIB,52B,TR,1200PM,0115PM
2012,LIB,58B,M,0130PM,0420PM
2013,MND,3006,W,0900AM,1150AM
2014,LIB,58B,R,0900AM,1150AM
2015,MND,3006,R,0130PM,0420PM
2016,ALP,204,MW,1200PM,0115PM
2017,LIB,11,TR,0900AM,1015AM
2018,BRH,202,MW,1200PM,0115PM
2019,ALP,235,MW,0430PM,0545PM
2020,BRH,202,TR,0900AM,1015AM
2021,BRH,202,TR,1030AM,1145AM
2022,AMD,153,TR,1200PM,0115PM
2023,AMD,152,TR,0130PM,0245PM
2024,BRH,114,TR,0300PM,0415PM
2025,AMD,152,TR,0430PM,0545PM
2026,BRH,202,TR,0600PM,0715PM
2027,MND,2007,MW,1200PM,0115PM
2028,MND,2007,MW,0130PM,0245PM
2029,BRH,202,TR,1200PM,0115PM
2030,ARC,1013,MW,0130PM,0245PM
2031,ARC,1013,MW,0300PM,0415PM
2032,ARC,1013,TR,0130PM,0245PM
2033,WEB,ONLINE,TR,0130PM,0245PM
2034,WEB,ONLINE,TR,0900AM,1015AM
2035,ARC,1013,TR,0900AM,1015AM
2036,WEB,ONLINE,TR,1030AM,1145AM
2037,ARC,1013,TR,1030AM,1145AM
2038,ARC,1013,MW,0430PM,0545PM
2039,BRH,114,MW,1200PM,0115PM
2040,BRH,114,MW,0130PM,0245PM
2041,BRH,114,TR,1200PM,0115PM
2042,BRH,104,MW,1200PM,0115PM
2043,BRH,114,TR,0900AM,1015AM
2044,ALP,156,MW,0600PM,0715PM
2045,BRH,114,TR,0430PM,0545PM
2046,BRH,104,TR,0600PM,0715PM
2047,AMD,152,TR,1030AM,1145AM
2048,WEB,ONLINE,TR,1030AM,1145AM
2049,AMD,152,TR,1200PM,0115PM
2050,LIB,11,TR,0130PM,0245PM
2051,BRH,202,MW,0130PM,0245PM
2052,BRH,114,MW,0300PM,0415PM
2053,MRP,2005,MTWR,0900AM,0950AM
2054,DH,108,TR,1030AM,1120AM
2055,MRP,1002,MW,1100AM,1150AM
2056,MRP,2005,MW,1000AM,1050AM
2057,MRP,2005,TR,1030AM,1120AM
2058,MRP,2032,MW,0100PM,0250PM
2059,AMD,153,TR,0430PM,0545PM
2060,MRP,1012,TR,1200PM,0115PM
2061,MRP,1012,MW,0300PM,0415PM
2062,MRP,1012,MW,1030AM,1145AM
2063,MRP,1012,R,0300PM,0415PM
2064,MRP,1012,R,0430PM,0720PM
2065,MRP,1012,W,0430PM,0620PM
2066,SQU,301,MWF,0900AM,0950AM
2067,TAH,1004,MWF,1200PM,1250PM
2068,TSC,1005,MW,0300PM,0415PM
2069,TSC,1005,TR,0900AM,1015AM
2070,SQU,443,TR,0300PM,0415PM
2071,SQU,443,TR,0130PM,0245PM
2072,MND,2009,TR,0730AM,0845AM
2073,TSC,1005,TR,1200PM,0115PM
2074,SQU,128,MW,0130PM,0245PM
2075,SLN,4008,TR,0130PM,0245PM
2076,TSC,1005,MW,0130PM,0245PM
2077,TSC,5027,MW,1200PM,1250PM
2078,TSC,5027,MW,1250PM,0205PM
2079,SQU,326,M,1200PM,0230PM
2080,SQU,326,T,0900AM,1130AM
2081,SQU,326,T,1200PM,0230PM
2082,SQU,326,W,1200PM,0230PM
2083,SQU,128,MW,0300PM,0415PM
2084,SQU,128,TR,0130PM,0245PM
2085,SQU,443,TR,0900AM,1015AM
2086,SQU,443,TR,1200PM,0115PM
2087,TSC,5027,MW,0300PM,0350PM
2088,TSC,5027,MW,0350PM,0505PM
2089,MND,2008,MW,1200PM,1250PM
2090,MND,2008,MW,1250PM,0205PM
2091,MND,2008,MW,0300PM,0350PM
2092,MND,2008,MW,0350PM,0505PM
2093,MND,2008,TR,1200PM,1250PM
2094,MND,2008,TR,1250PM,0205PM
2095,SHS,250,TR,1200PM,0115PM
2096,SQU,443,MW,0130PM,0245PM
2097,DH,212,MW,0300PM,0415PM
2098,TSC,1000,MW,0530PM,0645PM
2099,SQU,443,MWF,1000AM,1050AM
2100,SQU,443,MW,1200PM,0115PM
2101,HMB,109,TR,0300PM,0415PM
2102,TSC,5027,TR,0900AM,0950AM
2103,TSC,5027,TR,0950AM,1105AM
2104,TSC,5027,TR,1200PM,1250PM
2105,TSC,5027,TR,1250PM,0205PM
2106,SQU,128,MWF,1100AM,1150AM
2107,TSC,1005,TR,0300PM,0415PM
2108,MND,2008,MW,1200PM,1250PM
2109,MND,2008,MW,1250PM,0205PM
2110,MND,2008,MW,0300PM,0350PM
2111,MND,2008,MW,0350PM,0505PM
2112,MND,2008,TR,1200PM,1250PM
2113,MND,2008,TR,1250PM,0205PM
2114,TSC,5027,TR,0900AM,0950AM
2115,TSC,5027,TR,0950AM,1105AM
2116,TSC,5027,TR,1200PM,1250PM
2117,TSC,5027,TR,1250PM,0205PM
2118,SQU,301,MW,1200PM,0115PM
2119,SQU,132,M,0200PM,0450PM
2120,SQU,132,T,0900AM,1150AM
2121,SQU,132,F,0900AM,1150AM
2122,SQU,325,MWF,1100AM,1150AM
2123,SQU,325,TR,0900AM,1015AM
2124,SQU,325,TR,1200PM,0115PM
2125,SQU,132,W,0900AM,1150AM
2126,SQU,132,W,0100PM,0350PM
2127,SQU,132,R,0900AM,1150AM
2128,PLR,1013,R,1030AM,0120PM
2129,PLR,1006,MW,0900AM,1015AM
2130,PLR,1006,M,0230PM,0520PM
2131,PLR,1006,MW,0100PM,0215PM
2132,PLR,1006,W,0230PM,0520PM
2133,PLR,1002,F,0900AM,0950AM
2134,PLR,1002,F,1000AM,1250PM
2135,PLR,1002,MW,0100PM,0215PM
2136,PLR,1002,M,0230PM,0520PM
2137,PLR,1013,MW,1030AM,1145AM
2138,SQU,301,TR,1030AM,1145AM
2139,PLR,1013,TR,0900AM,1015AM
2140,PLR,1013,T,0130PM,0420PM
2141,MND,1005,MW,0430PM,0545PM
2142,SQU,456,TR,0900AM,1015AM
2143,SQU,338,T,0430PM,0545PM
2144,PLR,1013,T,0530PM,0820PM
2145,PLR,1013,W,0530PM,0820PM
2146,WEB,ONLINE,M,0530PM,0820PM
2147,TAH,1003,MW,1200PM,0115PM
2148,WEB,ONLINE,MW,0130PM,0245PM
2149,ARC,1009,MW,0130PM,0245PM
2150,ARC,1009,MW,0300PM,0415PM
2151,WEB,ONLINE,MW,0300PM,0415PM
2152,TAH,1003,MW,0430PM,0545PM
2153,ARC,1009,MW,0600PM,0715PM
2154,ARC,1009,TR,0900AM,1015AM
2155,ARC,1009,TR,1030AM,1145AM
2156,ARC,1009,TR,1200PM,0115PM
2157,ARC,1009,TR,0130PM,0245PM
